BattleId;winpick1;winpick2;winpick3;winpick4;winpick5
221382746630595220;Claude;Helcurt;Lolita;Thamuz;Xavier
220041759056534509;Cecilion;Franco;Martis;Terizla;Wanwan
665546467423884696;Beatrix;Benedetta;Kaja;Minsitthar;Nana
647194587563988741;Claude;Edith;Fredrinn;Kadita;Thamuz
646442878092873888;Akai;Aulus;Brody;Cecilion;Martis
691292034699266931;Claude;Franco;Grock;Harley;Pharsa
220869416434173506;Alucard;Argus;Gord;Layla;Lesley
644418071595745554;Arlott;Franco;Helcurt;Lesley;Xavier
688645304052774883;Chou;Franco;Karrie;Lylia;Martis
641250541804874401;Fredrinn;Kagura;Moskov;Natalia;Paquito
640632045039412755;Cecilion;Gloo;Hilda;Lesley;Martis
640009532479529297;Aulus;Bane;Claude;Hanabi;Lolita
253152898891724282;Claude;Faramis;Franco;Fredrinn;Yi Sun-shin
251392211408465278;Aamon;Franco;Harley;Minsitthar;Popol and Kupa
249783041781474792;Cecilion;Fanny;Gloo;Khufra;Kimmy
655964764753427274;Clint;Estes;Gord;Hanzo;Yu Zhong
220861341895496959;Brody;Edith;Lolita;Minsitthar;Pharsa
220498876720484364;Aldous;Franco;Fredrinn;Lesley;Luo Yi
712155113217329901;Alice;Arlott;Beatrix;Franco;Hanzo
286708653741565311;Beatrix;Estes;Hayabusa;Lapu-Lapu;Pharsa
586657504563028368;Beatrix;Dyrroth;Franco;Natan;Vale
586045579097529652;Chou;Estes;Fredrinn;Wanwan;Yve
585249592808560569;Aamon;Belerick;Clint;Gloo;Valentina
263561391356687814;Arlott;Brody;Khaleed;Lolita;Pharsa
263282922857082759;Atlas;Fredrinn;Khaleed;Lesley;Valentina
263013413659257454;Aldous;Beatrix;Kadita;Kagura;Valentina
642039948204186225;Beatrix;Cyclops;Fanny;Gloo;Kaja
680077965283955253;Chou;Faramis;Hanabi;Martis;Minotaur
241419271577668126;Badang;Fanny;Khufra;Melissa;Zhask
240827682782315963;Bruno;Harley;Hayabusa;Hilda;Khaleed
229109367026313127;Gatotkaca;Gloo;Hayabusa;Lesley;Xavier
228868256152248790;Arlott;Kadita;Terizla;Vale;Wanwan
228629224042355954;Angela;Hayabusa;Kagura;Khaleed;Moskov
631073934624773738;Atlas;Fanny;Kagura;Minsitthar;Natan
669451533293795069;Alice;Fanny;Kagura;Khufra;Melissa
627829941531127558;Helcurt;Kagura;Khaleed;Lolita;Moskov
627272158423362118;Atlas;Balmond;Claude;Kagura;Khaleed
626591522071061706;Hanzo;Kagura;Karrie;Khaleed;Khufra
625866690505285431;Khufra;Lancelot;Lesley;Martis;Valentina
661516362171084770;Atlas;Joy;Julian;Lesley;Xavier
616148171651858391;Hanzo;Karrie;Khaleed;Khufra;Valentina
247441051949371683;Brody;Franco;Freya;Hayabusa;Pharsa
246454081349651541;Aurora;Dyrroth;Franco;Martis;Moskov
244615186806899654;Aldous;Aurora;Beatrix;Claude;Yi Sun-shin
677551558145768971;Beatrix;Change;Edith;Fanny;Floryn
676704264177481777;Beatrix;Chou;Khufra;Martis;Xavier
675313764220431830;Belerick;Chou;Hayabusa;Layla;Xavier
671630288598222271;Bane;Change;Claude;Harley;Miya
671133829033508899;Julian;Khufra;Nana;Wanwan;Yi Sun-shin
615973967777897156;Aurora;Belerick;Brody;Gloo;Yi Sun-shin
287425127300819788;Beatrix;Diggie;Esmeralda;Hanzo;Yve
286798869529453543;Chou;Jawhead;Kagura;Lesley;Minsitthar
286053164422618271;Aldous;Aurora;Belerick;Brody;Hilda
285491283916052461;Brody;Edith;Hayabusa;Kagura;Lapu-Lapu
284643341407703466;Argus;Cecilion;Claude;Franco;Harley
283789038052789283;Akai;Badang;Kadita;Lesley;Minotaur
283024830226843539;Aurora;Barats;Irithel;Minsitthar;Selena
282018570928996860;Akai;Aurora;Irithel;Minsitthar;Selena
281004146898320563;Aamon;Belerick;Brody;Minsitthar;Selena
279634056625862122;Aurora;Edith;Hanabi;Hayabusa;Rafaela
649495238335343544;Alpha;Aurora;Melissa;Selena;Yin
601920362337512020;Argus;Beatrix;Ling;Phoveus;Rafaela
679431293531007478;Claude;Franco;Joy;Lapu-Lapu;Valentina
220568300570223467;Argus;Franco;Martis;Pharsa;Wanwan
678660939606857751;Alice;Cecilion;Fanny;Kaja;Wanwan
678366884670935634;Aamon;Argus;Miya;Rafaela;Vale
678046132218301706;Argus;Estes;Gusion;Lesley;Luo Yi
677680295493961688;Aamon;Argus;Floryn;Karrie;Nana
677294152164246277;Claude;Gloo;Lolita;Pharsa;Valentina
676574002112822062;Argus;Claude;Gusion;Khufra;Zhask
217903264773109454;Argus;Chou;Hayabusa;Miya;Valentina
217313020302520664;Argus;Kaja;Natalia;Wanwan;Xavier
287800640585000357;Argus;Brody;Martis;Nana;Paquito
647198783745194887;Brody;Estes;Hylos;Martis;Vale
658834601769333172;Argus;Diggie;Selena;Sun;Wanwan
645241330925201741;Argus;Atlas;Brody;Ling;Xavier
644525295452447421;Argus;Claude;Kadita;Luo Yi;Martis
656283910886546751;Argus;Beatrix;Harley;Jawhead;Natalia
235066078641853494;Atlas;Beatrix;Lapu-Lapu;Leomord;Valentina
684440101571314202;Argus;Beatrix;Franco;Helcurt;Luo Yi
224855562694737089;Kadita;Lesley;Ling;Pharsa;Terizla
681595256970552810;Aldous;Hanzo;Johnson;Kadita;Wanwan
681238212044267823;Aldous;Hanzo;Johnson;Kadita;Wanwan
680797252046953316;Aldous;Hanzo;Johnson;Kadita;Wanwan
680322112699897168;Aldous;Grock;Hanzo;Kadita;Wanwan
679854442300968817;Aldous;Hanzo;Johnson;Kadita;Wanwan
679565348052274144;Aldous;Hanzo;Johnson;Julian;Wanwan
678981060701324444;Aldous;Hanzo;Johnson;Kadita;Wanwan
225669678042790898;Badang;Hanzo;Johnson;Kadita;Melissa
225152323462182982;Aldous;Hanzo;Johnson;Kadita;Wanwan
224485607098889190;Aldous;Hanzo;Johnson;Kadita;Wanwan
223006523441359660;Aamon;Aldous;Grock;Kadita;Wanwan
221948514082563454;Claude;Kaja;Karina;Lapu-Lapu;Valentina
221206558482178481;Aldous;Hanzo;Johnson;Kadita;Wanwan
664641663843503802;Aldous;Hanzo;Johnson;Kadita;Wanwan
663923850254289158;Aldous;Hanzo;Johnson;Kadita;Wanwan
663378668580570203;Aldous;Claude;Hanzo;Johnson;Kadita
662838061047021392;Aldous;Hanzo;Johnson;Kadita;Wanwan
662191548209887334;Faramis;Karrie;Lancelot;Lapu-Lapu;Selena
242371349863076174;Brody;Estes;Fanny;Minsitthar;Xavier
241352635160070559;Brody;Floryn;Kadita;Lapu-Lapu;Paquito
240810532977903002;Beatrix;Estes;Gloo;Hayabusa;Pharsa
240142601138864302;Gloo;Ling;Minotaur;Moskov;Xavier
239364486208813816;Brody;Estes;Julian;Khaleed;Pharsa
238710345509762601;Claude;Fredrinn;Gloo;Kaja;Pharsa
238117128921805261;Estes;Gloo;Moskov;Xavier;Yi Sun-shin
236962839281133802;Benedetta;Ling;Lolita;Luo Yi;Melissa
236179905397777030;Brody;Esmeralda;Fanny;Grock;Kagura
235557182384495950;Alice;Joy;Khufra;Lapu-Lapu;Wanwan
669932930408201313;Alice;Franco;Lesley;Minsitthar;Xavier
669510932691498911;Brody;Estes;Faramis;Lancelot;Lapu-Lapu
668911621544948080;Clint;Estes;Terizla;Vale;Yi Sun-shin
677770446858411939;Faramis;Hanabi;Hilda;Julian;Ruby
591345521495380110;Arlott;Franco;Harley;Nana;Wanwan
590680523119004760;Franco;Harley;Kagura;Melissa;Yin
589994896014706718;Badang;Beatrix;Cyclops;Kadita;Lancelot
589145188274799350;Faramis;Hanabi;Harley;Julian;Lapu-Lapu
272722968914605620;Aldous;Brody;Harley;Johnson;Luo Yi
271639378730594422;Diggie;Granger;Hilda;Moskov;Valentina
678752980756738699;Arlott;Gatotkaca;Harley;Martis;Miya
678248034336648438;Atlas;Brody;Faramis;Joy;Yi Sun-shin
669731874397852884;Brody;Chou;Harley;Martis;Vexana
669410825592475754;Claude;Harley;Joy;Minsitthar;Vale
668919043247147630;Akai;Clint;Edith;Harley;Vale
668302169979323331;Claude;Lolita;Martis;Natan;Xavier
667703455833226756;Kimmy;Lapu-Lapu;Martis;Natalia;Odette
667124386867542265;Joy;Kimmy;Selena;Terizla;Vale
666573011850982549;Lancelot;Moskov;Natalia;Terizla;Valentina
665881449101881211;Aamon;Claude;Franco;Pharsa;Uranus
665358412279540640;Claude;Esmeralda;Harley;Kagura;Kaja
664644038959130214;Akai;Brody;Grock;Kadita;Yu Zhong
663950491935138195;Argus;Atlas;Natan;Xavier;Yin
588805847204717070;Aldous;Clint;Hayabusa;Julian;Tigreal
703610993041690411;Brody;Edith;Kaja;Pharsa;Yin
703189493541194445;Brody;Cecilion;Chou;Grock;Martis
702529013470413808;Clint;Fanny;Franco;Minsitthar;Valentina
645407404427479154;Brody;Change;Leomord;Martis;Nana
638640863841244491;Arlott;Atlas;Harley;Miya;Nana
638192821442859198;Arlott;Beatrix;Minotaur;Minsitthar;Xavier
637661765916576396;Brody;Dyrroth;Johnson;Nana;Saber
615282727151546395;Arlott;Beatrix;Franco;Julian;Lancelot
610894846828024422;Clint;Dyrroth;Martis;Minotaur;Valentina
610135032753622102;Aldous;Alucard;Hanabi;Lylia;Natalia
609474080236439147;Arlott;Claude;Saber;Uranus;Zhask
606620241971963491;Aldous;Diggie;Karina;Lunox;Miya
606264030269334145;Chou;Gloo;Hanabi;Ling;Valir
605728705545559211;Brody;Fanny;Franco;Vale;X.Borg
605252118794524554;Brody;Kadita;Minsitthar;Natalia;Sun
604700838267244993;Claude;Harley;Joy;Kaja;Yin
603306103472440327;Aulus;Diggie;Gloo;Karrie;Xavier
267470464431101934;Baxia;Lapu-Lapu;Popol and Kupa;Saber;Valentina
586773438615716916;Alice;Baxia;Natalia;Popol and Kupa;Xavier
586537339968487221;Dyrroth;Faramis;Karina;Lesley;Luo Yi
586331898797816391;Alice;Baxia;Beatrix;Selena;Xavier
585895040494267496;Arlott;Chou;Claude;Franco;Lunox
584979795848380823;Beatrix;Chou;Edith;Martis;Xavier
584807662149090174;Beatrix;Cecilion;Chou;Franco;Martis
247001908723726666;Baxia;Brody;Chou;Selena;Valentina
643424851818851105;Baxia;Edith;Melissa;Natalia;Pharsa
675724496238401348;Beatrix;Gloo;Julian;Yi Sun-shin;Yve
231006424016202383;Baxia;Hayabusa;Lapu-Lapu;Lylia;Wanwan
283456805153071680;Baxia;Brody;Franco;Lapu-Lapu;Valentina
282978844012502482;Aurora;Franco;Freya;Moskov;Paquito
282341586829891597;Baxia;Claude;Franco;Hanabi;Xavier
280682866165205382;Irithel;Lolita;Minsitthar;Phoveus;Vale
279999588408017898;Brody;Martis;Minsitthar;Rafaela;Valentina
279343068297084595;Baxia;Claude;Dyrroth;Estes;Valentina
611973102662882089;Alice;Kaja;Lesley;Martis;Xavier
271023239903346490;Baxia;Hanabi;Mathilda;Minsitthar;Yve
270182139277899618;Aldous;Baxia;Claude;Franco;Valentina
683075431549778284;Kaja;Lancelot;Lunox;Moskov;Uranus
642636347362910625;Alice;Angela;Karrie;Uranus;Yve
636425377976277475;Brody;Ling;Minsitthar;Uranus;Xavier
635925924819358575;Clint;Lancelot;Luo Yi;Minsitthar;Natalia
635522721879543300;Aurora;Clint;Eudora;Guinevere;Ling
667950652677236904;Cyclops;Lancelot;Moskov;Selena;Uranus
619914372639157590;Luo Yi;Martis;Minotaur;Popol and Kupa;Uranus
284195286124915042;Estes;Lancelot;Lunox;Melissa;Uranus
608262560156771297;Cecilion;Hanabi;Martis;Minsitthar;Uranus
604067708548411465;Esmeralda;Moskov;Natalia;Vexana;Yi Sun-shin
262755221700078307;Bane;Cyclops;Edith;Melissa;Ruby
718774422324896965;Cecilion;Hanabi;Harley;Lapu-Lapu;Selena
238874516339349888;Joy;Kaja;Karrie;Lancelot;Pharsa
587292081686046268;Kagura;Khufra;Ling;Melissa;Uranus
586655902540226957;Fanny;Khufra;Pharsa;Uranus;Wanwan
281858974239411704;Atlas;Brody;Cecilion;Julian;Uranus
704202749340535191;Beatrix;Estes;Lancelot;Uranus;Xavier
640502362797115643;Akai;Beatrix;Freya;Gusion;Lolita
640073858204959802;Aamon;Joy;Khaleed;Layla;Mathilda
639631884595363663;Kaja;Layla;Terizla;Xavier;Yin
639175883622578738;Kaja;Lancelot;Layla;Lunox;Terizla
638588701463671706;Harley;Kaja;Lancelot;Layla;Terizla
237496282809232674;Aamon;Atlas;Irithel;Kagura;Khaleed
236756285713934144;Alucard;Claude;Franco;Minsitthar;Pharsa
236006508978102548;Khaleed;Khufra;Layla;Xavier;Yi Sun-shin
675716206951520034;Hayabusa;Moskov;Natalia;Xavier;Yu Zhong
671646592294541363;Fanny;Lapu-Lapu;Layla;Lolita;Xavier
630629950970482323;Aamon;Jawhead;Khufra;Layla;Valentina
630303039534746028;Diggie;Hayabusa;Joy;Khufra;Layla
629729184659358241;Brody;Franco;Lapu-Lapu;Ling;Yve
224622036735046853;Esmeralda;Hayabusa;Layla;Minsitthar;Pharsa
628065842609860893;Badang;Dyrroth;Estes;Miya;Vale
287213101945782844;Hayabusa;Khufra;Layla;Minsitthar;Xavier
620939070231607519;Edith;Franco;Hayabusa;Layla;Xavier
284787076783730494;Beatrix;Diggie;Hanzo;Yu Zhong;Yve
284315631108549270;Chou;Joy;Layla;Lolita;Thamuz
283687092709549161;Diggie;Kagura;Layla;Martis;Masha
243179151607076785;Harley;Khufra;Lapu-Lapu;Pharsa;Wanwan
242542435590345379;Cecilion;Chou;Guinevere;Lesley;Yi Sun-shin
241829621343063344;Badang;Johnson;Lesley;Yin;Yve
677973427013941141;Harith;Harley;Lapu-Lapu;Melissa;Minsitthar
677616369202754266;Franco;Hanzo;Harley;Kaja;Wanwan
637564111245404129;Claude;Franco;Harley;Kimmy;Lancelot
637174708035511091;Esmeralda;Harley;Khufra;Lesley;Pharsa
233477099658267269;Brody;Chou;Ling;Ruby;Valentina
233068137167308386;Freya;Kagura;Lesley;Lolita;Martis
634514177659092724;Badang;Harley;Moskov;Tigreal;Yi Sun-shin
221579400298177431;Franco;Freya;Harith;Melissa;Yve
622357500360983921;Fredrinn;Harley;Khufra;Moskov;Valentina
662919343303098395;Aldous;Brody;Harley;Minsitthar;Valentina
662378611215497860;Brody;Freya;Hanzo;Kagura;Lapu-Lapu
284125776374196402;Beatrix;Grock;Minsitthar;Xavier;Yi Sun-shin
278982385533500400;Claude;Faramis;Harley;Kadita;Lapu-Lapu
656009810370668933;Freya;Harley;Khufra;Moskov;Vale
655552658346648522;Faramis;Freya;Harley;Irithel;Yi Sun-shin
655274735307890773;Cecilion;Franco;Harley;Terizla;Wanwan
654782188458383893;Balmond;Claude;Diggie;Grock;Harley
243389325831531170;Atlas;Faramis;Hanabi;Hayabusa;Yu Zhong
242600344634221929;Cecilion;Claude;Mathilda;Minsitthar;Saber
705148922046144177;Esmeralda;Minsitthar;Moskov;Rafaela;Xavier
704424704660690813;Chou;Gloo;Julian;Vexana;Wanwan
703852030901309863;Hayabusa;Lesley;Mathilda;Valir;X.Borg
236994669283590286;Badang;Beatrix;Ling;Lunox;Selena
236154788428856034;Aldous;Beatrix;Edith;Harley;Lolita
235624862478972723;Franco;Harley;Hilda;Melissa;Pharsa
234793859321639236;Kagura;Martis;Mathilda;Minsitthar;Moskov
700253032990845926;Aldous;Franco;Granger;Moskov;Xavier
693392183512702440;Claude;Joy;Mathilda;Ruby;Xavier
692733863810471840;Brody;Ling;Minsitthar;Vexana;X.Borg
692243666308076370;Balmond;Hayabusa;Mathilda;Valir;Wanwan
691422060539186300;Franco;Helcurt;Jawhead;Moskov;Valentina
690886417987831884;Diggie;Hilda;Kaja;Layla;Yi Sun-shin
689946919661633859;Jawhead;Lesley;Mathilda;Vale;X.Borg
689394144485735745;Beatrix;Franco;Harley;Martis;Nana
643079240095266693;Claude;Franco;Gusion;Minsitthar;Odette
286233544459445513;Clint;Fanny;Mathilda;Xavier;Yu Zhong
285362413422665684;Franco;Freya;Hanzo;Kadita;Karrie
239957569652784981;Aldous;Kimmy;Moskov;Pharsa;Terizla
239391291099708202;Martis;Natan;Valir;Xavier;Yu Zhong
238549602063742203;Grock;Hanzo;Kimmy;Popol and Kupa;Thamuz
237904553810456630;Fredrinn;Lolita;Melissa;Xavier;Yin
237323938656545741;Beatrix;Julian;Khufra;Lapu-Lapu;Pharsa
236810926287873970;Aldous;Granger;Kagura;Khufra;Moskov
235929676308144240;Aldous;Claude;Kagura;Martis;Natalia
632628845929925874;Claude;Julian;Kaja;Lapu-Lapu;Valentina
632498326168766046;Chou;Fredrinn;Gloo;Lunox;Moskov
632375258175864732;Alice;Dyrroth;Minsitthar;Natalia;Wanwan
632202402922067754;Chou;Fredrinn;Minsitthar;Pharsa;Wanwan
632087327863304771;Claude;Khufra;Lapu-Lapu;Martis;Pharsa
631938258138393785;Julian;Karrie;Khufra;Pharsa;X.Borg
631761966910760705;Chou;Esmeralda;Julian;Moskov;Valentina
631592985717465652;Ling;Minotaur;Minsitthar;Moskov;Pharsa
631400502463126880;Khufra;Lancelot;Lunox;Moskov;Popol and Kupa
631127355428001654;Fredrinn;Kadita;Luo Yi;Moskov;X.Borg
630814355391336876;Angela;Arlott;Claude;Fredrinn;Pharsa
275773405013255282;Estes;Minsitthar;Moskov;Pharsa;Valentina
275147499429208051;Edith;Lolita;Martis;Melissa;Yve
478597209727930993;Grock;Ling;Valentina;Wanwan;Yu Zhong
478484651520003484;Diggie;Fredrinn;Wanwan;Yu Zhong;Yve
455613465337229958;Edith;Fanny;Lolita;Lunox;Wanwan
455501388165639576;Atlas;Gloo;Lancelot;Wanwan;Xavier
455390612369139852;Kaja;Lancelot;Lapu-Lapu;Wanwan;Xavier
455285969785938800;Fredrinn;Kaja;Ling;Moskov;Xavier
455154990463278189;Brody;Kaja;Ling;Terizla;Yve
454754819770367499;Brody;Gloo;Kaja;Ling;Pharsa
454696751812523895;Chou;Edith;Franco;Wanwan;Xavier
454553823890842721;Kaja;Lancelot;Lapu-Lapu;Valentina;Wanwan
454521654585794579;Chou;Kaja;Lapu-Lapu;Pharsa;Wanwan
454491443785833487;Hayabusa;Kaja;Lapu-Lapu;Valentina;Wanwan
454425679246595095;Fredrinn;Gloo;Lolita;Pharsa;Wanwan
454362873939823988;Fredrinn;Joy;Minotaur;Pharsa;Wanwan
454272254424843597;Fanny;Kaja;Khaleed;Wanwan;Yve
454186273474543326;Lancelot;Minotaur;Terizla;Valentina;Wanwan
454116682119445090;Brody;Kaja;Lancelot;Lapu-Lapu;Valentina
454038943211386347;Julian;Kaja;Lancelot;Masha;Melissa
453953078225203570;Franco;Fredrinn;Lunox;Wanwan;Yu Zhong
453792102850947609;Beatrix;Benedetta;Martis;Minotaur;Pharsa
262185232295435881;Claude;Khufra;Ling;Pharsa;Phoveus
261797224949914100;Aamon;Aldous;Johnson;Kadita;Wanwan
260999980235526722;Akai;Benedetta;Claude;Fanny;Valentina
260220503800843266;Aldous;Hanzo;Johnson;Kadita;Wanwan
259144747637179541;Aldous;Hanzo;Johnson;Kadita;Wanwan
258280754836045634;Aldous;Hanzo;Johnson;Kadita;Melissa
257346998881122803;Aldous;Hanzo;Johnson;Kadita;Wanwan
256521480397026692;Aldous;Hanzo;Johnson;Kadita;Wanwan
255103140461964877;Aldous;Hanzo;Johnson;Kadita;Melissa
239938963854458674;Aldous;Hanzo;Johnson;Kadita;Wanwan
678122080127023507;Aamon;Aldous;Johnson;Kadita;Wanwan
632420617325478406;Akai;Gloo;Melissa;Xavier;Yi Sun-shin
632322309819038938;Atlas;Edith;Hayabusa;Valentina;Wanwan
598948360934210304;Aulus;Brody;Gloo;Harley;Kaja
598117100078839146;Beatrix;Dyrroth;Selena;Xavier;Yi Sun-shin
597363943203745916;Aldous;Estes;Lapu-Lapu;Lunox;Moskov
596102700287469648;Alucard;Claude;Lolita;Pharsa;Terizla
595212864668115572;Alice;Belerick;Gloo;Lesley;Xavier
594160430176869127;Aldous;Fredrinn;Karrie;Lylia;Yve
593406912524522789;Aldous;Karrie;Lapu-Lapu;Selena;Vexana
592812420331278333;Badang;Joy;Kaja;Moskov;Pharsa
592149002502867392;Aldous;Jawhead;Khufra;Miya;Xavier
606442224167061706;Argus;Brody;Kaja;Lancelot;Yve
605683651338208208;Franco;Ling;Martis;Melissa;Xavier
604834544893722131;Aldous;Faramis;Karrie;Lancelot;Rafaela
604168472775522631;Aldous;Kadita;Martis;Pharsa;Wanwan
603104136929898736;Grock;Kadita;Moskov;Yi Sun-shin;Yve
645689837181284764;Esmeralda;Ling;Melissa;Selena;Valentina
644695041151150802;Aldous;Kadita;Kaja;Karrie;Lancelot
643979512484537750;Karrie;Ling;Lolita;Terizla;Xavier
643343728475709578;Aldous;Karrie;Lancelot;Lolita;Valentina
642843029778275394;Bane;Brody;Kagura;Khufra;Lapu-Lapu
586529338444172334;Beatrix;Change;Edith;Esmeralda;Kadita
586018679717578517;Akai;Beatrix;Kagura;Martis;Minotaur
585550738735710833;Clint;Esmeralda;Kadita;Lolita;Minsitthar
682552313122799256;Atlas;Brody;Edith;Gord;Gusion
679191002997463367;Badang;Brody;Martis;Minsitthar;Yve
274902793667350619;Aldous;Johnson;Kadita;Leomord;Lesley
627818963594503414;Brody;Edith;Freya;Kadita;Valir
627315825355644901;Hanabi;Khufra;Lancelot;Martis;Vexana
626719026764962208;Aamon;Akai;Joy;Vexana;Wanwan
240312664663581987;Arlott;Brody;Hayabusa;Kadita;Lolita
604899901411480529;Edith;Hanabi;Ling;Vexana;X.Borg
652240783294648026;Fanny;Faramis;Lapu-Lapu;Moskov;Vexana
651044639197676180;Aldous;Angela;Brody;Harley;Kadita
234685707749997478;Karrie;Martis;Minsitthar;Nana;Sun
649689796059116773;Diggie;Freya;Karrie;Minsitthar;Nana
277337056576517026;Akai;Aldous;Brody;Kadita;Selena
276729666596482763;Johnson;Joy;Kadita;Wanwan;X.Borg
699799673422716651;Hayabusa;Johnson;Kadita;Lesley;Thamuz
591316599186866842;Beatrix;Chou;Edith;Hayabusa;Vale
590882773130231232;Brody;Lapu-Lapu;Lolita;Martis;Pharsa
270880651284265126;Edith;Martis;Minsitthar;Miya;Pharsa
581433359747679814;Brody;Edith;Fredrinn;Masha;Odette
580912118221668730;Claude;Hanzo;Khufra;Lapu-Lapu;Valentina
580326422121446509;Brody;Edith;Gloo;Hanzo;Xavier
579794494716803088;Claude;Hanzo;Harith;Lolita;Minsitthar
579189548573160271;Edith;Kaja;Lancelot;Moskov;Xavier
578628857772535562;Dyrroth;Khufra;Martis;Wanwan;Yve
666895173054177270;Carmilla;Clint;Edith;Yi Sun-shin;Zhask
666062597938813315;Dyrroth;Hanabi;Khufra;Kimmy;Roger
665542447334495632;Edith;Estes;Kimmy;Popol and Kupa;Xavier
664971560281510203;Edith;Franco;Lancelot;Luo Yi;Wanwan
664264793348180936;Akai;Claude;Edith;Estes;Valentina
598508487564050768;Beatrix;Edith;Kaja;Pharsa;Yi Sun-shin
599799524668459669;Edith;Helcurt;Hilda;Melissa;Pharsa
599163886688519676;Hayabusa;Karrie;Lapu-Lapu;Selena;Valentina
218666416039073092;Badang;Hayabusa;Kaja;Wanwan;Xavier
217724349322432679;Hanabi;Harley;Kagura;Lolita;Paquito
216851839601151021;Atlas;Grock;Harley;Kagura;Melissa
287456274404148172;Claude;Harley;Kagura;Lolita;Terizla
286464351707135252;Atlas;Cyclops;Edith;Julian;Lesley
613674399338374482;Brody;Fredrinn;Helcurt;Kaja;Valentina
612982411387510290;Esmeralda;Hanabi;Hanzo;Kagura;Minotaur
612449796788099163;Beatrix;Faramis;Hayabusa;Lapu-Lapu;Lolita
611987542342931282;Beatrix;Diggie;Hayabusa;Terizla;Valentina
611416814203735339;Hanabi;Hanzo;Kagura;Minotaur;Terizla
610517508181492507;Hanzo;Kadita;Kagura;Masha;Moskov
610062851533471147;Julian;Khaleed;Khufra;Melissa;Yi Sun-shin
267040276211580110;Brody;Dyrroth;Hanzo;Kagura;Kaja
649838908733923814;Beatrix;Kagura;Khufra;Martis;Paquito
266306296365456666;Grock;Kaja;Ling;Valentina;Wanwan
266050784466048443;Arlott;Hayabusa;Kadita;Kagura;Karrie
265844720525119683;Beatrix;Faramis;Hayabusa;Kagura;Yu Zhong
265624070875253803;Beatrix;Hayabusa;Kagura;Khufra;Terizla
